PX,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,latitude,longitude,Count Date,8HrVehVol,8HrPedVol
1041,DON MILLS RD E,,GODSTONE RD,PRIVATE ACCESS,01-Sep-1974,43.78277,-79.34914,12/3/2012,7659,670
1052,PHARMACY AVE,,HUNTINGWOOD DR,,22-Aug-1974,43.78168,-79.32015,2/28/2012,12487,357
1055,PARK LAWN RD,,PARK LAWN GARDINER W RAMP,PRIVATE ACCESS,19-Dec-1974,43.62713,-79.48772,5/8/2012,13538,46
1062,BLOOR ST W,,SYMINGTON AVE,STERLING RD,31-Jul-1974,43.6573,-79.4479,5/30/2012,11810,1960
1062,BLOOR ST W,,SYMINGTON AVE,STERLING RD,31-Jul-1974,43.6573,-79.4479,8/20/2012,10753,1939
1065,RENFORTH DR,,RATHBURN RD,,12-Apr-1974,43.65146,-79.57947,2/16/2012,12986,554
1068,KEELE ST,,JUNCTION RD,,18-Jul-1973,43.6679,-79.46554,6/27/2012,17430,524
1068,KEELE ST,,JUNCTION RD,,18-Jul-1973,43.6679,-79.46554,8/27/2012,14738,192
1068,KEELE ST,,JUNCTION RD,,18-Jul-1973,43.6679,-79.46554,11/3/2012,13233,395
1068,KEELE ST,,JUNCTION RD,,18-Jul-1973,43.6679,-79.46554,11/15/2012,14997,320
1069,BLOOR ST W,,RESURRECTION RD,PRIVATE ACCESS,08-Mar-1973,43.64298245,-79.5310133,5/28/2012,12936,347
1074,EGLINTON AVE W,,GLENHOLME AVE,PRIVATE ACCESS,11-Jul-1974,43.69678,-79.44529,3/20/2012,11160,1177
1074,EGLINTON AVE W,,GLENHOLME AVE,PRIVATE ACCESS,11-Jul-1974,43.69678,-79.44529,10/22/2012,10655,1239
1099,YONGE ST,,NORTH YORK BLVD,ELMWOOD AVE,30-Oct-1978,43.76658,-79.4122,7/4/2012,26555,8472
1100,YONGE ST,,ELMHURST AVE,GREENFIELD AVE,17-Jul-1975,43.76328,-79.41135,7/18/2012,33327,6671
1105,EGLINTON AVE E,,DVP S EGLINTON RAMP,EGLINTON DVP S RAMP,10-Feb-1975,43.72265,-79.33202,6/25/2012,35276,588
1106,EGLINTON AVE E,,DVP N EGLINTON RAMP,EGLINTON E DVP N RAMP,10-Feb-1975,43.72361,-79.32852,6/28/2012,34213,85
1111,KENNEDY RD,,HUNTINGWOOD DR,,21-Dec-1973,43.79517,-79.29343,9/11/2012,26438,393
1111,KENNEDY RD,,HUNTINGWOOD DR,,21-Dec-1973,43.79517,-79.29343,11/14/2012,26869,167
1114,BLOOR ST W,,MARKLAND DR,,19-Jul-1974,43.62931,-79.5798,5/30/2012,13528,375
1120,LESLIE ST,,MAROWYNE DR,,28-Jul-1975,43.77486,-79.36461,6/20/2012,15715,380
1125,EGLINTON AVE E,35m EAST OF,DONLEA DR,,10-Mar-1975,43.71192,-79.37307,6/20/2012,19076,252
1143,COLLEGE ST,,EUCLID AVE,,10-Mar-1975,43.65577,-79.4114,3/14/2012,8053,4418
1146,SPADINA AVE,,ST ANDREW ST,,25-Oct-1984,43.65441,-79.39864,9/17/2012,8810,2635
1151,YONGE ST,,BISHOP AVE,HENDON AVE,23-Dec-1975,43.78165,-79.416,7/11/2012,30738,5192
1153,COLLEGE ST,,BROCK AVE,,21-Nov-1975,43.65185,-79.4364,2/23/2012,12364,2631
1188,KINGSTON RD,,MANSE RD,,28-Feb-1978,43.77492,-79.17796,2/2/2012,18991,258
1209,STEELES AVE W,,FENMAR DR,PINE VALLEY DR,09-Aug-1978,43.76659,-79.56482,5/15/2012,29911,207
1213,JANE ST,,DRIFTWOOD AVE,MILO PARK GT,26-Oct-1977,43.76592,-79.51968,10/2/2012,17278,2030
1217,WARDEN AVE,,BRIDLETOWNE CRCL,,21-May-1980,43.7922,-79.31386,2/13/2012,16559,399
1220,SHEPPARD AVE E,,MEADOWVALE RD,,08-Feb-1974,43.80841,-79.17082,2/22/2012,10778,410
1226,WESTON RD,,ORMONT DR,,05-Dec-1978,43.7648578,-79.545346,4/16/2012,11106,372
1229,STEELES AVE W,,TORRESDALE AVE,THURMAN RD,20-Sep-1978,43.79084,-79.45323,5/8/2012,22189,407
1231,STEELES AVE W,,ALNESS ST,,23-Jul-1976,43.78472,-79.48104,5/16/2012,33599,349
1234,DUFFERIN ST,,OVERBROOK PL,STEEPROCK DR,08-Dec-1973,43.76107,-79.46516,6/18/2012,27132,411
1237,WILSON AVE,,TRANSIT RD,BILLY BISHOP WAY,16-Dec-1976,43.7334,-79.45281,9/24/2012,22908,787
1247,SHEPPARD AVE W,,OAKDALE RD,,11-Aug-1978,43.73698,-79.52376,10/11/2012,18468,366
1259,YONGE ST,,LORD SEATON W YONGE RAMP,,05-Oct-1979,43.75263342,-79.4083829,6/18/2012,31178,82
1261,STEELES AVE E,,HWY 404 SB OFF RAMP,,11-Oct-1978,43.81242961,-79.3553169,6/18/2012,36241,49
1270,BLOOR ST W,,HAVELOCK ST,,28-Jun-1979,43.660505,-79.4324209,4/10/2012,11442,1164
1274,DUNDAS ST W,,GRACE ST,,02-Oct-1978,43.65073,-79.41393,3/21/2012,9436,1682
1289,STEELES AVE W,,WESTON RD,,07-Aug-1980,43.77032,-79.54659,9/25/2012,34836,1135
1290,YONGE ST,,WOODLAWN AVE,,16-Oct-1978,43.68398,-79.39237,4/24/2012,18408,1508
1293,EGLINTON AVE E,,BEACHELL ST,PRIVATE ACCESS,12-Jun-1984,43.74253,-79.2221,3/22/2012,13379,1227
1307,EGLINTON AVE W,,WILLIAM R ALLEN RD N,,18-Sep-1980,43.69902,-79.43502,5/15/2012,25161,1198
1307,EGLINTON AVE W,,WILLIAM R ALLEN RD N,,18-Sep-1980,43.69902,-79.43502,10/29/2012,26378,1000
1335,SPADINA AVE,,SULLIVAN ST,,21-Sep-1977,43.65091,-79.39723,8/28/2012,9635,5444
1342,WILSON AVE,200m EAST OF,DALLNER RD,PRIVATE ACCESS,08-Jul-1979,43.72030999,-79.51159965,7/25/2012,15922,1498
1349,RENFORTH DR,,ERINGATE DR,ELMBROOK CRES,16-Jan-1981,43.65993,-79.58331,2/16/2012,9100,800
1355,COXWELL AVE,,HANSON ST,,12-Feb-1980,43.67984,-79.32213,9/26/2012,10027,2939
1362,NEILSON RD,,401 C E NEILSON RD RAMP,NEILSON RD 401 C E RAMP,21-Nov-1980,43.79291,-79.21516,11/26/2012,15315,22
1366,MOUNT PLEASANT RD,,BELSIZE DR,,08-Aug-1980,43.70249,-79.38778,10/15/2012,18740,1708
1370,ROYAL YORK RD,45m NORTH OF,STRATH HUMBER CRT,PRIVATE ACCESS,27-Sep-1977,43.66182,-79.51777,8/15/2012,11854,372
1378,EGLINTON AVE E,,DUNFIELD AVE,PRIVATE ACCESS,29-Jan-1981,43.70738,-79.39548,6/25/2012,11926,5782
1379,BAYVIEW AVE,,POTTERY RD,,05-Nov-1977,43.68798,-79.36359,5/10/2012,19794,7
1386,EGLINTON AVE E,,CREDIT UNION DR,SWIFT DR,11-Dec-1981,43.72615,-79.31828,3/1/2012,32617,431
1391,SHERBOURNE ST,,ISABELLA ST,,21-Aug-1979,43.66965,-79.3758,8/29/2012,8911,2450
1400,STEELES AVE W,395m WEST OF,YONGE ST,PRIVATE ACCESS,18-Nov-1981,43.79703,-79.42484,4/16/2012,22646,1273
1401,BLOOR ST W,,HURON ST,,19-Nov-1981,43.66717,-79.40152,9/20/2012,11327,7992
1403,WESTON RD,,GUNNS RD,PRIVATE ACCESS,25-Nov-1981,43.67595,-79.47032,10/27/2012,12919,76
1403,WESTON RD,,GUNNS RD,PRIVATE ACCESS,25-Nov-1981,43.67595,-79.47032,11/15/2012,15021,136
1404,ST CLAIR AVE W,,GUNNS RD,OLD STOCK YARDS RD,25-Nov-1981,43.6717778,-79.4711048,10/27/2012,12623,480
1404,ST CLAIR AVE W,,GUNNS RD,OLD STOCK YARDS RD,25-Nov-1981,43.6717778,-79.4711048,11/15/2012,13345,548
1405,SPADINA RD,,LOWTHER AVE,,12-Feb-1981,43.66897,-79.40475,1/12/2012,9699,1736
1408,LAKE SHORE BLVD W,,REES ST,,21-Dec-1981,43.63994,-79.387,8/21/2012,22019,3182
1408,LAKE SHORE BLVD W,,REES ST,,21-Dec-1981,43.63994,-79.387,8/25/2012,22733,1895
1412,RENFORTH DR,,CONVAIR DR,,13-Jan-1982,43.6722,-79.59333,2/16/2012,21403,116
1416,YONGE ST,,GLOUCESTER ST,IRWIN AVE,26-Feb-1982,43.66656,-79.38523,7/24/2012,14550,6173
1420,BLACK CREEK DR,,TRETHEWEY DR,,06-Apr-1982,43.69463,-79.48612,11/5/2012,28035,113
1422,BLACK CREEK DR,,EGLINTON AVE W,,10-Apr-1982,43.68839,-79.48285,10/22/2012,30435,389
1425,QUEEN ST W,,BROCK AVE,,16-Jun-1982,43.64149,-79.43236,2/21/2012,8149,2065
1427,SHEPPARD AVE W,,SENTINEL RD,,17-Jun-1982,43.7437,-79.49182,2/23/2012,14768,978
1428,ANNETTE ST,,CLENDENAN AVE,,23-Jun-1982,43.66225,-79.47222,5/10/2012,9181,2042
1435,SHEPPARD AVE E,,SHORTING RD,,14-Sep-1982,43.79175,-79.24896,2/22/2012,12529,659
1436,SHEPPARD AVE E,,GLEN WATFORD DR,PRIVATE ACCESS,21-Sep-1982,43.78594,-79.27602,3/1/2012,15262,459
1447,VICTORIA PARK AVE,,DENTON AVE,,12-Jan-1982,43.69289,-79.28899,7/5/2012,9991,1780
1453,SHEPPARD AVE E,,PARKWAY FOREST DR,PRIVATE ACCESS,27-Jan-1983,43.77588,-79.34371,5/24/2012,26881,1519
1458,SHERBOURNE ST,,HOWARD ST,,26-May-1983,43.67129,-79.37642,2/8/2012,8808,2765
1470,ROGERS RD,,OLD WESTON RD,WATT AVE,31-Jan-1958,43.681839,-79.4678735,11/10/2012,13808,1059
1470,ROGERS RD,,OLD WESTON RD,WATT AVE,31-Jan-1958,43.681839,-79.4678735,11/15/2012,12624,1239
1481,EGLINTON AVE W,,COMMERCE BLVD,PRIVATE ACCESS,08-Jul-1986,43.66244029,-79.59128006,3/22/2012,16274,185
1484,EGLINTON AVE W,,CENTENNIAL PARK BLVD,ORBITOR DR,01-Jul-1988,43.65587,-79.59843,3/22/2012,17983,128
1486,STEELES AVE W,,MARTIN GROVE RD,,16-Dec-1985,43.75789,-79.60344,5/17/2012,23345,578
1490,WARDEN AVE,,BAMBURGH CRCL,,08-Jan-1984,43.81619,-79.324548,1/31/2012,17322,1424
1497,AVENUE RD,,COLLEGE VIEW AVE,,29-Nov-1985,43.70186,-79.40745,6/26/2012,11207,650
1505,KING ST W,,DUNN AVE,,29-Jul-1986,43.63775,-79.43321,10/29/2012,10235,2405
1508,DAVENPORT RD,,OSLER ST,,19-Jun-1986,43.67044,-79.45962,10/1/2012,7965,811
1525,THE WEST MALL,,CIVIC CENTRE CRT,PRIVATE ACCESS,23-Dec-1986,43.64227,-79.56595,5/17/2012,7780,338
1529,AVENUE RD,,MELROSE AVE,,15-Jan-1987,43.72989,-79.41867,4/12/2012,22737,1380
1542,STEELES AVE W,,BARMAC DR,SCHOLES RD,26-Nov-1987,43.7686,-79.55496,5/17/2012,19967,331
1556,STEELES AVE E,,CONACHER DR,,27-Jul-1988,43.80228,-79.40085,5/17/2012,20175,397
1558,MILLWICK DR,,MILVAN DR,,18-Aug-1988,43.7605677,-79.5660422,2/14/2012,7639,66
1560,MARKHAM RD,,MCNICOLL AVE,,09-Aug-1988,43.824,-79.24785,2/23/2012,26346,126
1563,EGLINTON AVE W,,GABIAN WAY,,17-Nov-1988,43.69178,-79.46787,3/8/2012,13709,1755
1563,EGLINTON AVE W,,GABIAN WAY,,17-Nov-1988,43.69178,-79.46787,10/22/2012,14067,1723
1582,MIDDLEFIELD RD,,MCNICOLL AVE,,30-Aug-1989,43.8201296,-79.2620527,2/21/2012,16961,265
1591,BLOOR ST W,,MONTGOMERY RD,,12-Dec-1989,43.64673,-79.51454,9/18/2012,15344,852
1600,STEELES AVE W,,VILLAGE GT,EMERALD LANE,18-Dec-1996,43.79348,-79.44102,5/15/2012,21646,656
1608,UNIVERSITY AVE,,GERRARD ST W,,20-Dec-1990,43.65752,-79.38952,8/7/2012,20003,7422
1616,FINCH AVE W,,TANGIERS RD,,31-Oct-1990,43.76411,-79.48826,9/20/2012,20872,856
1617,PHARMACY AVE,175m SOUTH OF,EGLINTON AVE E,PRIVATE ACCESS,10-Apr-1990,43.72404,-79.29691,3/5/2012,10144,156
1619,REXDALE BLVD,,HUMBERWOOD BLVD,,23-Jan-1991,43.72042,-79.61264,3/6/2012,22492,250
1620,MARKHAM RD,,NASHDENE RD,PRIVATE ACCESS,01-Mar-1991,43.82027,-79.24619,2/22/2012,22030,59
1627,SIGNET DR,,GARYRAY DR,,19-Dec-1991,43.768438,-79.5423288,1/25/2012,6137,69
1628,KING ST W,,SHAW ST,,25-Aug-1994,43.64145,-79.41501,10/25/2012,13354,3354
1632,MILLWICK DR,,PLUNKETT RD,,10-Mar-1991,43.7604501,-79.5700789,2/14/2012,5614,168
1641,RENFORTH DR,,SILVER DART DR,,27-May-1992,43.6764,-79.5933,2/22/2012,18493,5
1644,ADELAIDE ST W,,SHEPPARD ST,,27-Sep-1992,43.64963,-79.38213,8/7/2012,8550,6037
1647,DUFFERIN ST,,ROWAN AVE,,19-Aug-1992,43.6922,-79.44879,9/19/2012,13558,361
1648,EGLINTON AVE E,,SUTHERLAND DR,,11-Apr-1992,43.71311,-79.36724,5/16/2012,18249,827
1652,DUFFERIN ST,,AUBURN AVE,,20-Jan-1993,43.67556,-79.44206,5/2/2012,12454,927
1658,NEILSON RD,175m NORTH OF,TAPSCOTT RD,PRIVATE ACCESS,09-Dec-1993,43.80791,-79.21975,4/5/2012,10803,1289
1666,SHEPPARD AVE W,215m WEST OF,KEELE ST,,14-Sep-1993,43.74434,-79.48883,8/2/2012,12853,318
1667,WILSON AVE,,ANCASTER RD,,26-Oct-1993,43.7309525,-79.4654883,11/13/2012,10865,456
1670,KINGSTON RD,,ELLESMERE RD,PRIVATE ACCESS,15-Dec-1993,43.7935656,-79.1546196,2/1/2012,5341,34
1671,KENNEDY RD,,TROJAN GT,,23-Dec-1993,43.803882,-79.298174,10/30/2012,16802,399
1676,BLOOR ST W,,GREEN LANES,PRIVATE ACCESS,03-Nov-1994,43.64422,-79.5256,5/28/2012,13882,1637
1688,BLOOR ST W,,GLENDONWYNNE RD,PRIVATE ACCESS,25-Oct-1994,43.65164,-79.47408,5/1/2012,11721,4002
1693,DREWRY AVE,,HILDA AVE,,17-Jun-1997,43.78565,-79.42409,5/16/2012,9696,923
1694,WESTON RD,,KING ST,KING STREET CRES,27-Jun-1995,43.70139,-79.52065,1/16/2012,9264,1341
1695,MEADOWVALE RD,,401 C E MEADOWVALE RD RAMP,,13-May-1998,43.79826213,-79.16595254,11/29/2012,8454,17
1696,LAWRENCE AVE E,165m WEST OF,MARKHAM RD,PRIVATE ACCESS,23-Sep-1998,43.75931,-79.22774,6/25/2012,20575,1025
1697,HARBORD ST,,MONTROSE AVE,,16-Aug-1995,43.65952,-79.41952,5/24/2012,8060,1215
1699,WILLIAM R ALLEN RD,,DUFFERIN ST,KENNARD AVE,11-Aug-1995,43.75953,-79.46498,2/14/2012,26863,199
1700,MCLEVIN AVE,,SEWELLS RD,,26-Oct-1995,43.81057,-79.21392,2/22/2012,5420,817
1703,KENNEDY RD,,ANTRIM CRES,PRIVATE ACCESS,06-Apr-1998,43.77174,-79.28323,9/13/2012,28657,1141
1703,KENNEDY RD,,ANTRIM CRES,PRIVATE ACCESS,06-Apr-1998,43.77174,-79.28323,11/13/2012,30654,770
1708,TAPSCOTT RD,,WASHBURN WAY,PRIVATE ACCESS,06-Dec-1995,43.8045,-79.22421,4/17/2012,6144,2752
1709,DANFORTH RD,45m NORTH OF,GLENSHEPHARD DR,,14-May-1996,43.73101,-79.2506,2/21/2012,9987,66
1716,KING ST W,,TECUMSETH ST,,30-Aug-1995,43.64342,-79.40524,10/24/2012,11037,3048
1717,BLOOR ST W,,INDIAN RD,,30-Aug-1995,43.65539,-79.45696,5/24/2012,12602,1128
1718,ST CLAIR AVE E,,WESTBOURNE AVE,,19-Oct-1995,43.70945,-79.29292,12/13/2012,14074,421
1720,O CONNOR DR,,DOHME AVE,,17-Nov-1995,43.71057,-79.30898,1/17/2012,11326,313
1723,YORK MILLS RD,120m EAST OF,YONGE ST,PRIVATE ACCESS,07-Dec-1995,43.74438,-79.40526,7/17/2012,14132,872
1730,EGLINTON AVE W,,MATHESON BLVD,,07-Sep-1997,43.66821,-79.58681,3/22/2012,17831,2
1734,FINCH AVE E,220m EAST OF,BIRCHMOUNT RD,,25-Jul-1996,43.79965,-79.3034,10/30/2012,13963,175
1736,PROGRESS AVE,310m EAST OF,MARKHAM RD,PRIVATE ACCESS,26-Aug-1996,43.78391,-79.23182,8/13/2012,7913,341
1739,MORNINGSIDE AVE,,TEFFT RD,,28-Aug-1996,43.77272,-79.18781,2/23/2012,9186,234
1740,ORIOLE PKWY,,KILBARRY RD,,31-Oct-1996,43.695485,-79.402394,2/16/2012,13733,328
1741,FINCH AVE E,190m EAST OF,BRIDLETOWNE CRCL,,27-Aug-1996,43.7981,-79.30994,11/6/2012,15402,101
1743,HARBORD ST,,SHAW ST,,28-Aug-1996,43.65903,-79.42187,6/5/2012,7429,1545
1744,COXWELL AVE,,PLAINS RD,,30-Aug-1996,43.69596,-79.32878,9/12/2012,9924,1836
1747,LAKE SHORE BLVD W,,LOWER SIMCOE ST,,14-Jun-1997,43.64028368,-79.38338667,8/22/2012,15425,3715
1747,LAKE SHORE BLVD W,,LOWER SIMCOE ST,,14-Jun-1997,43.64028368,-79.38338667,10/6/2012,7069,1587
1748,EGLINTON AVE W,,OLD FOREST HILL RD,,26-Nov-1996,43.70152,-79.42314,4/18/2012,15935,754
1748,EGLINTON AVE W,,OLD FOREST HILL RD,,26-Nov-1996,43.70152,-79.42314,10/29/2012,16345,933
1751,DORIS AVE,,GREENFIELD AVE,,23-Dec-1996,43.76394,-79.40862,7/26/2012,12530,1528
1753,PHARMACY AVE,,ROSSCOWAN GT,PRIVATE ACCESS,20-Dec-1996,43.785429,-79.321806,2/14/2012,7491,287
1754,SHEPPARD AVE E,,MURISON BLVD,,24-Dec-1996,43.79924,-79.21294,4/17/2012,8689,106
1755,YORK ST,,BREMNER BLVD,,14-Jun-1997,43.64297,-79.38147,4/19/2012,17067,9528
1757,KEELE ST,,WEST TORONTO ST,PRIVATE ACCESS,02-Apr-1997,43.67005,-79.46646,10/27/2012,15123,725
1757,KEELE ST,,WEST TORONTO ST,PRIVATE ACCESS,02-Apr-1997,43.67005,-79.46646,11/15/2012,15305,767
1765,ROYAL YORK RD,,EDENBRIDGE DR,,30-Oct-1997,43.67012,-79.52136,2/23/2012,10811,93
1767,DUFFERIN ST,,ASCOT AVE,,25-Aug-1997,43.68016,-79.44393,9/10/2012,13868,1048
1768,AVENUE RD,,CARMICHAEL AVE,,27-Nov-1997,43.73758,-79.4206,4/19/2012,20973,714
1770,AVENUE RD,,HILLHURST BLVD,,27-Aug-1997,43.7121,-79.41167,3/26/2012,16685,438
1778,NEILSON RD,,LIVONIA PL,PURPLEDUSK TRL,17-Dec-1997,43.78555,-79.20623,2/21/2012,7277,364
1781,DUNDAS ST W,,MONTROSE AVE,,13-Aug-1998,43.6503,-79.41595,4/17/2012,11987,1216
1783,BEECROFT RD,,ELMHURST AVE,,12-Apr-1997,43.7626531,-79.4137887,8/14/2012,8359,921
1787,MORNINGSIDE AVE,,OLD FINCH AVE,,10-Jun-1998,43.818791,-79.215019,3/1/2012,10334,137
1789,SHEPPARD AVE E,,GATEFORTH DR,,07-Mar-1998,43.7956,-79.23028,4/16/2012,10368,323
1819,MCNICOLL AVE,,HAROLD EVANS CRES,PLACER CRT,22-Jul-1999,43.80342,-79.34183,2/16/2012,7365,464
1823,BAYVIEW AVE,,TUDOR GT,,30-Jun-1999,43.74341,-79.38326,4/19/2012,22602,30
1826,BRIMLEY RD,,GOLDEN GATE CRT,OMNI DR,09-Aug-1999,43.77197,-79.26187,9/20/2012,19775,759
1828,EASTERN AVE,175m EAST OF,COXWELL AVE,PRIVATE ACCESS,06-Jan-1999,43.66597,-79.31427,8/23/2012,8066,165
1830,VICTORIA PARK AVE,237m SOUTH OF,STEELES AVE E,PRIVATE ACCESS,23-Dec-1999,43.81364,-79.34048,7/23/2012,12962,105
1831,ANNETTE ST,,EVELYN AVE,,08-Mar-2007,43.66112,-79.4752,1/9/2012,7466,1004
1836,O CONNOR DR,,GLENWOOD CRES,,23-Jan-2001,43.70273,-79.31568,5/28/2012,19267,384
1837,LAWRENCE AVE W,,GLEN RUSH BLVD,,19-Aug-1999,43.71999,-79.42664,5/3/2012,14129,527
1838,LAWRENCE AVE E,,EAST AVE,PRIVATE ACCESS,16-Aug-1999,43.78072,-79.13159,2/7/2012,3456,1363
1841,COMMISSIONERS ST,,DON ROADWAY,PRIVATE ACCESS,27-Apr-2000,43.64855,-79.34502,5/16/2012,4750,21
1844,LESLIE ST,,COMMISSIONERS ST,NORTH SERVICE RD,27-Apr-2000,43.65655,-79.32635,6/12/2012,6727,392
1863,THE QUEENSWAY,150m WEST OF,ISLINGTON AVE,PRIVATE ACCESS,12-May-2000,43.62319,-79.51677,7/30/2012,17766,274
1866,YORK MILLS RD,,SCARSDALE RD,PRIVATE ACCESS,06-Sep-2000,43.75354,-79.3575,1/30/2012,19597,408
1890,KIPLING AVE,,GARDINER WB OFF RAMP,,12-Jul-2000,43.61923,-79.52604,8/14/2012,24251,35
1892,THE QUEENSWAY,60m EAST OF,ALGIE AVE,PRIVATE ACCESS,28-Sep-2001,43.61885,-79.53625,8/8/2012,20221,114
1897,OAKDALE RD,376m SOUTH OF,FINCH AVE W,PRIVATE ACCESS,15-Dec-2011,43.75325,-79.52601,2/7/2012,7394,393
1902,TAPSCOTT RD,,CROW TRL,,07-May-2001,43.80767,-79.23262,4/16/2012,6725,102
1926,MARKHAM RD,250m SOUTH OF,FINCH AVE E,PRIVATE ACCESS,01-Nov-2002,43.81078,-79.24293,7/31/2012,21432,84
1928,BLOOR ST W,,MONTROSE AVE,,08-Jan-2002,43.663018,-79.420904,8/22/2012,8267,1526
1928,BLOOR ST W,,MONTROSE AVE,,08-Jan-2002,43.663018,-79.420904,9/20/2012,8194,1593
1938,EGLINTON AVE W,,SATELLITE DR,PRIVATE ACCESS,01-Dec-2004,43.65159,-79.60313,3/22/2012,16600,145
1944,LAKE SHORE BLVD W,,GARDINER/LAKE SHORE RAMP,BROOKERS LANE,10-Feb-2006,43.62727,-79.47906,5/3/2012,11655,176
1979,STEELES AVE E,,9TH LINE,,13-Sep-2011,43.84259,-79.22581,1/24/2012,11534,4
1985,WILLIAM R ALLEN RD,510m SOUTH OF,SHEPPARD AVE W,PRIVATE ACCESS,23-Oct-2004,43.74659,-79.46018,4/25/2012,29471,14
1994,LAKE SHORE BLVD W,,LEGION RD,PRIVATE ACCESS,24-Jun-2008,43.62053,-79.48326,4/26/2012,11252,442
2030,SHEPPARD AVE E,115m WEST OF,AMETHYST RD,,11-May-2005,43.78018,-79.30185,6/14/2012,13166,67
2040,GARDINER E PARK LAWN RD RAMP,,LEGION RD N,,22-Dec-2006,43.62518,-79.48925,6/28/2012,8003,12
2045,MORNINGSIDE AVE,,NEILSON DR,NIGHTSTAR RD,22-Jun-2006,43.82305,-79.23009,2/22/2012,6827,57
2047,WARDEN AVE,273m NORTH OF,FINCH AVE E,,18-Jan-2006,43.79918,-79.31694,8/13/2012,10528,438
2054,QUEENS PLATE DR,,JANDA CRT,PRIVATE ACCESS,25-Apr-2006,43.72301,-79.60102,2/16/2012,5874,533
2055,MARTIN GROVE RD,,LONGBOURNE DR,,26-Apr-2006,43.68084,-79.56606,2/21/2012,8601,290
2067,WESTON RD,,CARDELL AVE,PRIVATE ACCESS,03-Aug-2006,43.70972,-79.53446,4/17/2012,13478,614
2075,BATHURST ST,,DOUGLAS AVE,COVINGTON RD,08-Jun-2007,43.72088,-79.43014,3/29/2012,18665,1571
2083,BLOOR ST W,,WALMER RD,ROBERT ST,03-Apr-2007,43.66637,-79.40533,5/29/2012,10198,7014
2086,DUPONT ST,,HOWLAND AVE,,28-Feb-2007,43.67371,-79.41182,9/24/2012,12059,911
2097,DUPONT ST,,EDWIN AVE,,11-Apr-2007,43.66491,-79.45549,4/3/2012,12885,1209
2112,LESLIE ST,,COLDWATER RD,FARMSTEAD RD,14-Aug-2007,43.75486,-79.36041,6/21/2012,25050,1104
2114,LAKE SHORE BLVD W,50m EAST OF,BRITISH COLUMBIA RD,,20-Jun-1979,43.63132,-79.42941,6/25/2012,28905,174
2115,FINCH AVE E,,SCOTTFIELD DR,TIFFIELD RD,09-Sep-2011,43.81088,-79.2529,1/31/2012,12463,143
2122,DUNDAS ST W,,SHERIDAN AVE,,09-Aug-2007,43.64978,-79.43364,5/15/2012,8706,1664
2136,LAKE SHORE BLVD W,,HILLSIDE AVE,,23-Oct-2007,43.61116,-79.49,4/26/2012,7544,393
2147,WARDEN AVE,260m NORTH OF,BERTRAND AVE,,15-Sep-2011,43.735467,-79.290688,3/26/2012,14910,23
2181,KING ST E,,RIVER ST,,09-Mar-2012,43.65688,-79.35626,9/11/2012,8341,832
2208,THE WESTWAY,,TRIO AVE,,29-Mar-2011,43.6941532,-79.5347476,2/7/2012,5783,24
2209,THE WESTWAY,,SUN ROW DR,,30-Jun-2011,43.68921,-79.54083,1/31/2012,6889,164
2211,THE EAST MALL,164m NORTH OF,VALHALLA INN RD,,22-Mar-2011,43.64284767,-79.55827296,2/1/2012,9148,288
2215,THE WEST MALL,,HOLIDAY DR,PRIVATE ACCESS,30-Mar-2011,43.6494298,-79.568681,2/2/2012,5947,585
2250,EVANS AVE,,TREEVIEW DR,PRIVATE ACCESS,20-Jul-2011,43.61354,-79.53631,1/10/2012,10375,109
2251,WESTON RD,,FERN AVE,,02-Jun-2011,43.70241,-79.52374,2/1/2012,7939,421
2256,OSSINGTON AVE,,ARGYLE ST,,08-Jun-2011,43.64696,-79.41983,2/9/2012,5191,2270
2262,SHEPPARD AVE W,,MAGELLAN DR,PRIVATE ACCESS,10-May-2011,43.7397,-79.50967,2/9/2012,12808,669
2264,DUNDAS ST W,,GLADSTONE AVE,,27-May-2011,43.64961,-79.4298,2/8/2012,8408,1895
2265,LAWRENCE AVE E,130m EAST OF,LESLIE ST,,15-Nov-2011,43.734837,-79.35434,4/3/2012,14164,26
2266,GRANTBROOK ST,88m NORTH OF,BLAKE AVE,,29-Nov-2011,43.780548,-79.432753,7/11/2012,4454,69
2267,TALBOT RD,22m NORTH OF,BLAKE AVE,,29-Nov-2011,43.781915,-79.423911,10/16/2012,4909,89
2275,BATHURST ST,70m SOUTH OF,KENTON DR,PRIVATE ACCESS,16-Dec-2011,43.77748,-79.44395,3/21/2012,21784,98
2276,MIDLAND AVE,234m SOUTH OF,MCNICOLL AVE,,01-Nov-2011,43.81266,-79.2913,4/10/2012,12410,26
2277,KENNEDY RD,261m SOUTH OF,MCNICOLL AVE,PRIVATE ACCESS,01-Nov-2011,43.81075,-79.301297,3/29/2012,15862,0
2280,QUEENS PARK CRES E,5m SOUTH OF,GROSVENOR ST,,19-May-2011,43.66168,-79.38989,6/6/2012,11808,868
2284,JANE ST,,TROUTBROOKE DR,,21-Apr-2011,43.7318656,-79.5112574,2/2/2012,14363,218
2288,LAWRENCE AVE W,,WESTONA ST,,04-Oct-2011,43.69731,-79.52743,2/8/2012,5847,181
2289,SHEPPARD AVE W,,LAURA RD,,17-May-2011,43.73786,-79.52012,2/7/2012,11842,167
